Conjunto de dados;Descrição conjunto de dados;Catalogo de origem;Orgao origem;Categoria;Identificador;Titulo recurso;Formato;Descricao recurso;Instituicao;Objetivo;Pais
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Projeto Temático FAPESP: Funcionalização de dispositivos microfabricados visando à captura seletiva de células tumorais circulantes para fins de diagnóstico;Laval University;Projeto Temático FAPESP: Funcionalização de dispositivos microfabricados visando à captura seletiva de células tumorais circulantes para fins de diagnóstico;Canadá
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Projeto finalizado em Biofabricação com coorientação de aluna de Doutorado e proposta atual de projeto no contexto da chamada conjunta NWO-FAPESP em Biofabricação;Maastricht University;Projeto finalizado em Biofabricação com coorientação de aluna de Doutorado e proposta atual de projeto no contexto da chamada conjunta NWO-FAPESP em Biofabricação;Holanda
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Proposta conjunta de projeto em andamento no contexto da chamada conjunta NWO-FAPESP em materiais avançados para a saúde;Endenhoven University;Proposta conjunta de projeto em andamento no contexto da chamada conjunta NWO-FAPESP em materiais avançados para a saúde;Holanda
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Desenvolvimento do Neuronavegador InVesalius, software livre e de código aberto, como solução para integração de scanners médicos e impressão 3D, incorporando técnicas modernas de computação gráfica, algoritmos especiais e inteligência artificial visando atingir resultados precisos, rápidos e seguros para processamento e análise de imagens médicas.;Aalto University;Desenvolvimento do Neuronavegador InVesalius, software livre e de código aberto, como solução para integração de scanners médicos e impressão 3D, incorporando técnicas modernas de computação gráfica, algoritmos especiais e inteligência artificial visando atingir resultados precisos, rápidos e seguros para processamento e análise de imagens médicas.;Finlândia
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Fortalecer a cooperação em ciência, tecnologia e inovação entre os cincos países emergentes, além de implementar as medidas acordadas no âmbito de Memorando de Entendimento sobre a Cooperação em Ciência, Tecnologia e Inovação (CT&I) do BRICS, das ações estabelecidas no Grupo de Trabalho de Fotônica e contribuir para a implementação das ações de Cooperação Internacional previstas no Plano de Ação de CT&I para Tecnologias Convergentes e Habilitadoras - Fotônica.;BRICS Virtual Institute of Photonics;Fortalecer a cooperação em ciência, tecnologia e inovação entre os cincos países emergentes, além de implementar as medidas acordadas no âmbito de Memorando de Entendimento sobre a Cooperação em Ciência, Tecnologia e Inovação (CT&I) do BRICS, das ações estabelecidas no Grupo de Trabalho de Fotônica e contribuir para a implementação das ações de Cooperação Internacional previstas no Plano de Ação de CT&I para Tecnologias Convergentes e Habilitadoras - Fotônica.;Rússia, Índia, China e África do Sul
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Programa europeu ERA-MIN 2 - desenvolvimento de tratamento mecânico com processo hidrometalúrgico para recuperação de materiaia plásticos e metais ferrosos e não ferrosos.;Ecosistem S.r.I. / Sapienza Università di Roma;Programa europeu ERA-MIN 2 - desenvolvimento de tratamento mecânico com processo hidrometalúrgico para recuperação de materiaia plásticos e metais ferrosos e não ferrosos.;Itália
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Projeto Biomimetic spine fusion implants for neck and back pain (BioFusion) - o objetivo do projeto é desenvolver uma solução biomecânica para recuperação de áreas lesionadas por procedimentos de remoção de hérnias de disco em colunas vertebrais a partir da fusão de vértebras adjacentes com o uso de gaiolas de materiais biocompatíveis incrementadas por fármacos para controle da dor, processos inflamatórios e infecciosos, ao mesmo tempo em que estimulam a neo formação óssea e integração com as partes anatômicas saudáveis remanescentes. Proposta conjunta de projeto em andamento no contexto da chamada conjunta NWO-FAPESP em materiais avançados para a saúde.;Endenhoven University / Maastricht University;Projeto Biomimetic spine fusion implants for neck and back pain (BioFusion) - o objetivo do projeto é desenvolver uma solução biomecânica para recuperação de áreas lesionadas por procedimentos de remoção de hérnias de disco em colunas vertebrais a partir da fusão de vértebras adjacentes com o uso de gaiolas de materiais biocompatíveis incrementadas por fármacos para controle da dor, processos inflamatórios e infecciosos, ao mesmo tempo em que estimulam a neo formação óssea e integração com as partes anatômicas saudáveis remanescentes. Proposta conjunta de projeto em andamento no contexto da chamada conjunta NWO-FAPESP em materiais avançados para a saúde.;Holanda
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Participação no desenvolvimento de sistemas de fotodetecção para neutrinos para TPC (time projection chamber) sob Argônio Líquido nos experimentos SBND e DUNE (FERMILAB & CERN), como parte de colaborações que envolvem mais de 1.400 pesquisadores e 200 instituições pelo mundo. O desenvolvimento dos fotodetectores vem sendo realizados desde 2015 em parceria entre o Laboratório de Instrumentação Científica/DIPAQ e Laboratório de Léptons do IFGW/UNICAMP. O CTI conta com especialista membro do Institucional Board-IB do DUNE. Essas contribuições colocam o CTI Renato Archer em posição de destaque internacional em experimentos de física para altas energias e em grandes colaborações junto aos maiores aceleradores de partículas do mundo.;FERMILAB e CERN;Participação no desenvolvimento de sistemas de fotodetecção para neutrinos para TPC (time projection chamber) sob Argônio Líquido nos experimentos SBND e DUNE (FERMILAB & CERN), como parte de colaborações que envolvem mais de 1.400 pesquisadores e 200 instituições pelo mundo. O desenvolvimento dos fotodetectores vem sendo realizados desde 2015 em parceria entre o Laboratório de Instrumentação Científica/DIPAQ e Laboratório de Léptons do IFGW/UNICAMP. O CTI conta com especialista membro do Institucional Board-IB do DUNE. Essas contribuições colocam o CTI Renato Archer em posição de destaque internacional em experimentos de física para altas energias e em grandes colaborações junto aos maiores aceleradores de partículas do mundo.;Estados Unidos e Suíça
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Desenvolver ações conjuntas e estabelecer cooperação nas áreas de Bioengenharia, Bioimpressão 3D, entre outras.;Indiana University Bloomington;Desenvolver ações conjuntas e estabelecer cooperação nas áreas de Bioengenharia, Bioimpressão 3D, entre outras.;Estados Unidos
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;High-speed intensity-based nonmetric visual servoing: New techniques of estimation and robot control;INRIA Sophia-Antipolis Méditerannée / Sorbonne Université;High-speed intensity-based nonmetric visual servoing: New techniques of estimation and robot control;França
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Nova Plataforma de Nanomateriais de Vírus Única e Plataforma Nano-Ótica para Estudo de Vírus e Células e Interação entre eles em Tempo Real para Tratamento e Diagnóstico;IRE - Instituto de Radio Engenharia e Eletrônica da Academia de Ciências da Rússia;Nova Plataforma de Nanomateriais de Vírus Única e Plataforma Nano-Ótica para Estudo de Vírus e Células e Interação entre eles em Tempo Real para Tratamento e Diagnóstico;Rússia  
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Criação do Centro Sino-Brasileiro de Inovação em Iluminação de Estado-Sólido ;ISA - International SSL Alliance (SSL - Solid State Lightning);Criação do Centro Sino-Brasileiro de Inovação em Iluminação de Estado-Sólido ;China
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Projeto Temático FAPESP - funcionalização de dispositivos microfabricados visando à captura seletiva de células tumorais circulantes para fins de diagnóstico. Um dos objetivos é o desenvolvimento de uma plataforma para o diagnóstico de doenças oncológicas a partir da detecção de células tumorais circulantes (CTCs). Pretende-se explorar conjuntamente as técnicas de microfabricação, síntese de proteínas recombinantes e funcionalização de superfícies via Layer-by-Layer para o desenvolvimento de eletrodos tridimensionais para a detecção de diferentes linhagens de células tumorais de próstata, mama e tireoide.;Laval University;Projeto Temático FAPESP - funcionalização de dispositivos microfabricados visando à captura seletiva de células tumorais circulantes para fins de diagnóstico. Um dos objetivos é o desenvolvimento de uma plataforma para o diagnóstico de doenças oncológicas a partir da detecção de células tumorais circulantes (CTCs). Pretende-se explorar conjuntamente as técnicas de microfabricação, síntese de proteínas recombinantes e funcionalização de superfícies via Layer-by-Layer para o desenvolvimento de eletrodos tridimensionais para a detecção de diferentes linhagens de células tumorais de próstata, mama e tireoide.;Canadá
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Projeto Biomimetic spine fusion implants for neck and back pain (BioFusion) - que visa desenvolver uma solução biomecânica para recuperação de áreas lesionadas por procedimentos de remoção de hérnias de disco em colunas vertebrais a partir da fusão de vértebras adjacentes com o uso de gaiolas de materiais biocompatíveis incrementadas por fármacos para controle da dor, processos inflamatórios e infecciosos, ao mesmo tempo em que estimulam a neo formação óssea e integração com as partes anatômicas saudáveis remanescentes. Proposta conjunta de projeto em andamento no contexto da chamada conjunta NWO-FAPESP em materiais avançados para a saúde.;Maastricht University;Projeto Biomimetic spine fusion implants for neck and back pain (BioFusion) - que visa desenvolver uma solução biomecânica para recuperação de áreas lesionadas por procedimentos de remoção de hérnias de disco em colunas vertebrais a partir da fusão de vértebras adjacentes com o uso de gaiolas de materiais biocompatíveis incrementadas por fármacos para controle da dor, processos inflamatórios e infecciosos, ao mesmo tempo em que estimulam a neo formação óssea e integração com as partes anatômicas saudáveis remanescentes. Proposta conjunta de projeto em andamento no contexto da chamada conjunta NWO-FAPESP em materiais avançados para a saúde.;Holanda
Parcerias e Cooperações;Lista de parcerias e cooperações nacionais e internacionais com instituições públicas e privadas, bilaterais ou multilaterais.;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Centro de Tecnologia da Informação Renato Archer;Ciência, informação e comunicação;https://www.gov.br/cti/pt-br/acesso-a-informacao/dados-abertos/conjunto-de-dados/parcerias-e-cooperacoes;Parcerias e Cooperações;CSV;Projeto Temático FAPESP - funcionalização de dispositivos microfabricados visando à captura seletiva de células tumorais circulantes para fins de diagnóstico. Um dos objetivos é o desenvolvimento de uma plataforma para o diagnóstico de doenças oncológicas a partir da detecção de células tumorais circulantes (CTCs). Pretende-se explorar conjuntamente as técnicas de microfabricação, síntese de proteínas recombinantes e funcionalização de superfícies via Layer-by-Layer para o desenvolvimento de eletrodos tridimensionais para a detecção de diferentes linhagens de células tumorais de próstata, mama e tireoide.;Massachussets Institute of Technology;Projeto Temático FAPESP - funcionalização de dispositivos microfabricados visando à captura seletiva de células tumorais circulantes para fins de diagnóstico. Um dos objetivos é o desenvolvimento de uma plataforma para o diagnóstico de doenças oncológicas a partir da detecção de células tumorais circulantes (CTCs). Pretende-se explorar conjuntamente as técnicas de microfabricação, síntese de proteínas recombinantes e funcionalização de superfícies via Layer-by-Layer para o desenvolvimento de eletrodos tridimensionais para a detecção de diferentes linhagens de células tumorais de próstata, mama e tireoide.;Estados Unidos
