Ano-Calendário;Natureza de Ocupação;Quantidade de Declarantes;Rendimentos Tributáveis;Rendimentos sujeitos a Tributação Exclusiva;Rendimentos Isentos;Dedução Previdenciária Total;Deduções Previdência Oficial;Deduções Previdenciárias RRA;Deduções Previdência Privada e FAPI;Deduções com Dependentes;Deduções com Instrução;Deduções com despesas Médicas;Dedução de Livro Caixa;Deduções  com Pensão Alimentícia Total;Deduções com Pensão Alimentícia Judicial;Deduções com Pensão Alimentícia Escritural;Deduções com Pensão Alimentícia RRA;Desconto Padrão;Base de Cálculo (RTL);Imposto Devido;Dedução de Incentivo;Imposto Devido 1;Imposto Devido RRA;Imposto Devido Total;Imposto Pago;Imposto a Pagar;Imposto a Restituir;Dívidas   e Ônus;Doações e Heranças Recebidas;Bens e Direitos;Previdência Complementar (VGBL);Valores Pagos com Previdência Complementar (PGBL);Valores Pagos com Previdência Complementar de Natureza Pública;Valores Pagos com FAPI;Despesas com Instrução;Despesas Médicas;Pensão Alimentícia Judicial;Despesas com Pensão Alimentícia Escritural;Despesas com Profissionais Liberais;Despesas com Arrendamento Rural;Outras Despesas;Doações Efetuadas
2020;Servidor público de autarquia ou fundação estadual e do DF;734930;65238,47666;5759,807136;9980,756954;4431,32379;4164,394229;3,5850367;263,3445248;932,5293833;726,6852143;3635,872064;443,0262306;502,4646535;446,5160226;55,02411447;0,9245164;3924,101228;50642,48112;7259,584238;7,48498821;7252,09925;15,68799133;7267,704137;7570,46692;723,5149404;1030,525538;12990,69033;1064,119211;132870,4064;1064,179791;219,8373355;68,98136855;38,49428148;1748,486182;4175,831374;458,6486977;56,33518087;114,086483;2,49551118;434,7392191;371,1621082
2020;Empregado empr. púb. ou ec. mista est. e DF, exc. inst. fin.;202164;20869,01718;2797,58046;3502,734355;1544,79841;959,2544533;0,63767557;584,906281;332,3085555;242,3735554;1127,949843;38,98560914;205,8858626;181,4171778;24,26367112;0,2050137;900,2528023;16476,45974;2683,230755;5,69116811;2677,539587;11,42418074;2688,953477;2588,915949;311,2561368;212,1997854;3861,620368;343,5442154;53617,77443;523,8045666;446,1976757;8,9727036;206,1363101;621,3788076;1275,510294;184,2650783;24,55588238;92,50128009;0,53299118;177,0004534;106,1488058
2020;Membro ou servidor público da administração direta municipal;1745753;120101,2876;9263,232226;12067,75585;5960,477784;5715,249702;3,42005441;241,808027;1943,070165;1332,462962;5245,53158;309,3588117;639,0293563;576,569172;61,26709946;1,19308478;10690,78406;93980,58676;10702,82448;8,63180425;10694,19268;20,8348886;10714,76347;10916,81737;1467,721918;1673,758155;19981,05258;1461,274551;178111,7359;1168,859562;250,300751;4,87682895;28,76571524;2899,872079;6277,156768;599,0313687;63,72510304;152,8883651;1,50069651;516,719208;297,6555477
2020;Servidor público de autarquia ou fundação municipal;705687;47234,89523;3762,171084;4760,387298;2343,319686;2240,795961;2,12736042;100,396365;791,9261509;529,1347286;2056,415616;168,9116239;222,6357944;197,504285;24,51728951;0,61421996;4255,814312;36866,73711;4053,270182;3,2989129;4049,971269;7,11930633;4057,059751;4113,42173;596,0602692;653,8145245;8180,770075;550,625778;69358,19953;500,5318508;100,1158625;4,7371603;14,03593574;1196,384765;2494,074621;204,6503861;27,09088238;61,51306361;0,7824695;251,7337297;112,0735322
2020;Empregado de empr. púb. ou soc. de economia mista municipal;134464;10005,23803;934,0827865;1449,37322;517,1160018;426,9091869;0,28861847;89,91819645;155,4670302;105,8652117;447,1299304;34,75380699;66,90368099;59,21147197;7,61355871;0,07865031;768,0499462;7909,952422;1031,222389;1,18214607;1030,040243;2,00329652;1032,032688;992,5917746;150,3203445;111,2779864;1848,657376;143,3587077;20228,436;164,968827;76,16443823;1,33592595;23,95728697;272,7001601;532,0033288;62,23578691;7,76646187;23,6060405;0,04246412;71,59245799;32,90385984
2020;Militar;702943;65253,91529;5161,355195;7960,500347;5138,025308;5023,924852;3,1338039;110,9666524;1539,429057;1545,058776;3131,646838;56,21400603;1665,440749;1553,091832;110,2768706;2,07204655;2957,344027;49220,80665;6890,505088;2,77092518;6887,734163;2,93942966;6890,623402;7931,684574;172,9995964;1214,254542;9390,571462;289,0920115;68181,78355;672,4054355;108,9578706;1,23763178;10,46212831;2815,954476;3380,510795;1584,93096;112,1358741;66,29696488;0,38399622;408,1354695;55,0955442
2020;Aposentado, militar res. ou refor., pens. prev., exc. cd. 62;4735695;310962,1592;46992,82003;137943,4687;12516,12189;10890,57604;8,70941222;1616,836434;1743,014642;848,2687502;21548,83695;212,9565153;2780,700535;2439,510584;339,8418919;1,34805979;25838,64815;245473,6184;32972,30612;39,30420724;32933,00191;383,0276916;33314,03338;33082,71524;4890,312991;4801,664908;62914,22108;10773,06251;1573609,115;23704,23414;1724,875447;21,12443316;600,040975;2369,173214;28263,90914;2725,275006;383,0296193;2641,671731;11,0079328;3569,006798;10321,77345
2020;Aposentado, militar refor. ou pens. prev. com moléstia grave;402082;15267,71758;3626,61227;35846,20233;790,1406743;712,7260535;1,46823193;75,94638882;107,28901;43,26010737;1260,440407;24,62991495;160,2965544;138,2720041;21,84518342;0,17936689;1390,327513;11491,33204;1293,521708;1,11179134;1292,409916;26,02306909;1318,288627;1567,063245;196,0284761;453,7751339;6716,82061;740,9767408;161567,7536;3085,625972;179,026601;3,19032815;73,69435624;161,2385197;2731,189904;348,1675836;51,69389076;280,4161411;1,05453472;520,694292;1309,166066
2020;Beneficiário de pensão alimentícia;162934;7420,859201;590,0169281;2080,27723;125,3438361;119,307723;0,043228;5,99288505;21,7210999;39,32300519;330,7922317;1,15206731;7,82289489;6,71278006;0,65139071;0,45872412;959,5873455;5935,116721;524,5295283;0,1099779;524,4195504;3,51010575;527,8970661;418,290772;143,6815995;103,9513354;923,8010055;443,5670467;18908,41532;248,7025685;11,09039325;0,20797677;1,91438586;380,7601279;490,8769531;7,79228646;0,85884863;27,28507793;0,024;50,26413107;99,16930113
2020;Bolsista;60669;673,8852026;97,60192504;2480,456668;27,07069063;25,64315395;0,02363013;1,40390655;4,01686933;4,58306416;24,56905776;1,19443584;0,84281542;0,78385842;0,058957;0;71,90456254;539,7037069;39,52131608;0,02266211;39,49865397;0,26405684;39,76271081;50,95142395;4,76049207;17,28730666;1019,180702;224,2865755;5571,556355;38,99661649;3,80555151;0,22985011;0,49065142;33,1450914;75,04119449;1,84713716;0,1213246;5,98248446;0,0335;36,75772834;7,18285052
2020;Espólio;234817;5489,457598;3101,735538;8101,558283;139,8367908;128,2811513;0,35811519;11,19752431;20,52851873;4,95925495;319,2839694;44,41375396;26,64476375;23,85593918;2,78855271;0,00027186;384,4124065;4549,37814;722,3832232;1,52763244;720,8555908;7,29976296;728,1515711;548,9223463;237,4142533;104,2080316;4959,781488;445,4779726;126953,5366;409,5699671;18,81425949;0,40120196;6,0228999;21,27790394;499,8486087;33,56628874;4,17611667;163,549369;5,92043426;1169,223923;4095,499318
2020;Natureza da ocupação não especificada anteriormente;1528717;61352,61249;9777,958688;46022,10887;1630,736444;1432,747764;2,16702844;195,8216523;644,5962671;326,7194523;2141,753489;2989,905161;243,8893534;216,6834362;26,79063903;0,41527809;6095,104518;47279,91414;5031,00185;10,24472495;5020,757125;50,01428283;5070,338879;4136,976518;1448,061443;660,8640672;36058,659;9455,676568;526269,6385;5048,19274;222,9523931;16,44275362;50,00543403;1161,643126;3123,321948;257,497652;32,64316983;495,4459428;96,46614562;719,7219354;2502,139428
2020;Microempreendedor Individual - MEI;771601;12935,03688;721,4787701;9456,119857;83,71993103;78,05300027;0,43306563;5,23386513;156,8772629;57,98621631;223,0242662;43,11726525;25,28222751;21,6779499;3,51544316;0,08883445;1886,154203;10458,8755;169,0198731;0,02872362;168,9911495;7,00670392;175,8765049;117,6188208;94,07742998;40,71311678;4854,995908;912,6309646;55086,65852;220,2276858;13,28340604;0,18794426;1,84518561;226,9088022;441,5068399;38,95413982;6,31523792;87,17195486;0,20491596;177,4944287;75,28282486
2020;Inválido;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;Empregado de empresa setor privado, exceto instit. financ.;9332279;567540,5366;80778,56223;100875,5078;25693,1116;20563,09531;11,45926075;5118,557034;14803,19703;8386,775335;18839,60021;583,8988847;4044,005644;3546,912955;493,0071928;4,08549628;45834,94595;449355,0019;51619,53353;41,46866548;51578,06487;131,047865;51708,77973;55210,35996;3438,00763;7484,142528;133883,8633;14239,68279;1544226,04;8321,407697;4391,739966;17,83065364;1609,395943;21212,79167;23305,75197;3709,223362;514,9687055;1593,96306;13,5278059;5201,057984;2977,51639
2019;Empregado de instituições financeiras públicas e privadas;800425;77089,18112;21641,28766;17480,88242;5746,705023;2892,816499;2,60281037;2851,285714;1344,154159;1121,531435;3174,763778;78,59948801;467,052872;408,8459119;57,82096597;0,38599415;3648,708134;61507,66624;9886,529331;26,75590594;9859,773425;86,02062112;9945,587463;10281,13519;594,5485401;953,9969762;51508,55303;1631,784516;268423,9873;1884,221657;2743,54139;7,34833654;375,8384539;3454,121128;3753,894998;419,0569487;59,37431284;487,3772303;1,2532518;873,2801747;647,5859457
2019;Empregado ou contratado de organismo internacional ou de ONG;40282;2530,889906;308,5895216;816,6332755;102,0157717;82,84336633;0,09009734;19,08230799;45,88329068;27,73033915;100,2216251;8,35935436;10,65751403;9,12649398;1,50744769;0,02357236;211,1101013;2024,91191;256,954958;0,28804159;256,6669164;0,92622791;257,5931443;248,9792374;31,75183461;36,11010079;579,6979022;67,9376217;7225,441669;71,05973622;19,03877443;0,06984525;4,15418959;89,12200426;127,8523357;9,79521361;1,679914;9,1234794;0,03618264;36,25660471;10,92395539
2019;Profissional liberal ou autônomo sem vínculo de emprego;2063409;102001,4985;14893,08079;90644,14104;3301,65068;2463,564076;3,38177561;834,7048284;1093,220634;772,9396589;4514,876603;10207,12167;588,7521179;517,5312746;70,60740817;0,61343511;7492,498492;74030,43865;9242,146411;27,480316;9214,666095;50,51930677;9264,962775;7833,123025;2237,245219;1012,26787;62479,55522;10430,9447;907596,4982;6674,677042;921,0416828;7,38194716;181,4224793;3331,195279;5934,996406;610,0794899;87,81729235;666,520596;81,06353144;1612,786167;2160,479905
2019;Proprietário de empr. ou firma indiv. ou empregador-titular;4206122;152772,3557;82400,96399;473411,9992;3398,101757;2809,495473;1,10060302;587,5056808;1626,651025;1142,15481;6859,815019;3085,556555;987,9923235;833,0513195;154,6870646;0,25393943;15902,01668;119770,0675;12220,65442;42,15820058;12178,49622;77,8159967;12256,25864;9122,371813;4009,538356;1234,527299;285667,2637;39637,4553;4062522,205;26981,9734;912,3648995;7,61680713;136,613026;6094,35777;9886,108344;1195,358616;240,2228988;1468,286516;211,6338498;5414,964755;24928,77903
2019;Capitalista que auferiu rendim. de capital, inclus. aluguéis;154562;10821,49536;8717,240976;17320,89013;50,59725758;27,20664252;0,18714272;23,20347234;31,94715773;22,07626709;795,010101;21,1343022;33,50218813;27,93117377;5,57101436;0;889,8865915;8977,341496;1437,13015;1,63221839;1435,497931;5,93128527;1441,429217;983,7175179;394,2968642;101,8605481;7084,446097;5071,768346;276740,1248;3177,11354;47,05044286;0,51877976;4,94606559;145,694482;1114,962548;36,65255073;7,91117198;358,6318632;1,29877647;362,0716947;3400,475316
2019;Membro ou servidor público da administração direta federal;392244;68162,67718;7144,144745;11138,36917;5781,384999;5132,74538;2,68130028;645,9583188;743,70036;605,0325747;4115,580969;177,6954577;785,7442761;718,4404568;66,46476161;0,83905769;1179,187418;54774,35113;11241,11566;10,20863374;11230,90703;42,77854418;11273,67108;12039,84411;326,0144092;1093,956291;15529,91286;1073,297082;166974,8161;1309,251693;485,7194548;387,3035008;59,24407543;2144,703551;4520,384886;736,5533164;70,36141413;148,7326227;1,60852396;779,20819;377,5451741
2019;Servidor público de autarquia ou fundação federal;471413;56711,53176;5807,466723;9173,343514;4263,417037;3790,624841;4,05138802;468,7408081;772,7929109;553,067173;3609,246668;256,7831176;532,7368435;470,6120418;61,5283963;0,59640545;2022,137833;44701,35017;7832,03246;5,79625355;7826,236206;28,52761695;7854,745544;8433,832624;366,0189693;947,3166883;12873,72194;911,7982137;120751,7949;1163,012691;343,5663951;186,5053965;79,10078877;1612,764347;4084,310958;487,0752649;63,47829152;129,5806916;0,57937567;567,7142773;212,5703741
2019;Empregado empr. púb. ou econ. mista fed., exc. inst. financ.;323945;42208,06368;5636,499857;6807,854315;3607,129622;1569,399714;0,86256411;2036,867343;728,7788679;506,5951292;2027,286013;71,22918722;448,3726292;392,5932827;55,49397959;0,28536694;1093,380146;33725,29208;6335,517927;9,14238422;6326,375543;20,68685479;6347,051332;6292,113394;439,3653518;385,8820897;7555,310482;487,7769155;107746,741;1125,725741;1669,981358;8,04207136;505,5132072;1581,740279;2258,516332;402,3840751;57,84320135;139,462926;0,33893972;452,5947186;140,2794868
2019;Membro ou servidor público da admin. direta estadual e do DF;1274284;133031,2984;12752,1426;21967,02017;10051,48194;9481,165226;6,93717372;563,3795384;2119,552962;1643,270838;7595,930538;875,6116443;1312,133329;1195,366617;114,2147438;2,55196859;6134,794031;103298,5231;16701,3622;13,46883474;16687,89337;93,27869096;16781,13737;17883,56016;1115,597644;2224,531476;26639,65596;1889,875318;258814,2184;2114,260224;525,8457593;66,0269134;61,15773044;4251,182085;8619,75459;1219,723377;117,2461779;203,4895732;3,83685881;949,2548983;804,3394804
2019;Servidor público de autarquia ou fundação estadual e do DF;730620;63726,62421;5999,846144;9658,515598;4097,250674;3832,20456;4,17926529;260,8668485;1133,036394;825,2914947;3624,130067;478,083045;499,8447638;443,7728381;54,82792832;1,24399741;3761,670573;49307,3172;6992,805338;5,68461321;6987,120725;17,47788572;7004,58912;7348,269552;676,7811272;1025,171645;12006,37365;971,633104;120376,2823;1060,418592;219,9960085;62,37403233;42,99317517;2015,62043;4168,334712;462,0405714;56,10001434;114,6952882;1,38284393;435,1465523;251,7150692
2019;Empregado empr. púb. ou ec. mista est. e DF, exc. inst. fin.;204480;20819,66399;2764,644317;3549,351554;1512,902012;912,0434872;0,67174502;600,1867794;404,2289885;277,595994;1168,548044;44,33056713;211,7235724;186,2693286;25,18445191;0,26979194;868,4499957;16331,88482;2636,783255;4,70087215;2632,082383;10,30145209;2642,382066;2581,752695;298,3424704;239,4015053;3846,581778;297,2679608;49959,3968;558,3705371;454,8106822;8,68924326;213,3088273;722,8972852;1316,714054;189,1776145;25,58027;90,85572984;0,42620463;191,3489931;103,4560378
2019;Membro ou servidor público da administração direta municipal;1656337;111854,5565;9148,62939;11012,08365;5745,505378;5498,732089;3,7107339;243,0625545;2477,670548;1530,944349;5120,531577;346,6023615;610,939484;550,2295287;59,26566691;1,44428837;9269,324337;86753,03842;9660,155257;6,47759654;9653,677661;19,12186106;9672,758471;9952,185255;1312,31223;1595,880179;17832,82127;1283,578099;158804,3253;1179,636362;248,9131965;3,73594408;30,65731751;3381,556274;6053,008574;568,9000714;67,44024862;168,9225779;1,56833693;497,294541;517,415939
2019;Servidor público de autarquia ou fundação municipal;659294;43418,40184;3659,451842;4462,535303;2197,328154;2093,212486;2,74303676;101,3726315;954,8263667;591,8620842;1983,428081;181,2609983;211,0348793;186,9303939;23,27192847;0,83255689;3689,769853;33608,89142;3617,927554;2,4883283;3615,439225;7,09802009;3622,505169;3697,782001;529,3356682;606,3764822;7222,847597;479,9594805;60520,60309;447,7975652;102,0249289;4,00089643;14,94418997;1350,357581;2385,889858;196,0701219;24,50090767;63,36001461;0,47994928;240,9543338;108,3575997
2019;Empregado de empr. púb. ou soc. de economia mista municipal;129175;9593,806419;961,485783;1423,084357;506,4154281;412,5726081;0,32120126;93,5216187;191,7017331;120,4680643;449,448494;40,22931179;67,83596196;59,96604301;7,71495563;0,15496332;690,1402743;7527,567152;975,8180499;0,83390269;974,9841472;2,33675573;977,3155544;953,4149117;137,4528382;113,9737031;1696,607301;141,847221;18464,18124;153,1167513;79,89099893;1,07436012;25,69273818;317,1739951;530,9704038;61,7262508;7,89246688;22,26920286;0,10999706;74,49054318;35,72535024
2019;Militar;695322;62057,67059;4887,146243;7063,24152;5134,651447;4989,40804;3,46887254;141,7745348;2029,031977;1748,437027;3249,46569;63,78883101;1627,248191;1517,352583;107,1413036;2,75430458;2508,58326;45696,46416;6068,499912;1,81094884;6066,688964;3,23439994;6069,918209;7199,100052;150,9529757;1280,307557;9417,932873;245,7564845;60724,06618;273,1084675;128,3416559;1,18178249;21,64391211;3230,949894;3464,829789;1546,689851;109,3619262;65,16403532;0,55919805;403,2480646;50,28811972
2019;Aposentado, militar res. ou refor., pens. prev., exc. cd. 62;4463610;290485,5915;48964,93033;130777,1455;9277,358902;7656,950957;11,99619615;1608,411748;2059,682735;984,9826404;20342,76445;254,5824134;2727,252501;2394,78658;331,0556926;1,41022807;24554,70835;230284,2595;31090,41753;27,0688551;31063,34867;401,8685801;31464,33135;31976,07974;4417,846995;5073,682423;51889,36525;10229,07892;1442393,633;22140,645;1695,961707;18,55716886;622,4744461;2707,843072;27046,78241;2666,909112;371,6956309;2633,862368;8,71042044;3368,102399;8977,790841
2019;Aposentado, militar refor. ou pens. prev. com moléstia grave;391820;14864,82069;4072,396741;34558,11778;599,1990452;517,5361104;1,61594473;80,04699012;134,2462708;53,66160691;1266,873881;27,006712;171,2413707;148,9182053;21,92595549;0,39721;1353,885648;11258,70616;1280,103241;0,82550816;1279,277733;30,34342295;1309,389154;1648,270778;183,4327677;531,6234384;6002,91913;766,7659101;149369,9028;2779,67377;180,5952423;3,19721152;72,97362458;190,5128242;2669,096392;358,6341578;51,35617406;300,3363126;0,91808381;505,5852851;1233,645213
2019;Beneficiário de pensão alimentícia;154516;7061,025322;618,89107;2017,990749;68,65972061;62,69879047;0,10196984;5,8589603;24,69876467;40,52163178;305,2923955;1,77705125;7,72886549;6,82513396;0,60757388;0,29615765;935,27332;5677,073573;507,294738;0,11900877;507,1757293;3,5760484;510,7415177;417,9576604;134,7641329;110,7070628;918,3290351;428,8497225;17443,95992;231,2670988;10,94421687;0,22050347;3,51882458;388,4575105;456,1283345;8,02300437;0,84383814;28,58302822;0,024;46,36345507;76,69203574
2019;Bolsista;46805;524,8616964;90,19887316;2047,413762;21,13375872;19,80423985;0,03229234;1,29722653;3,65655538;3,75852277;19,5803299;1,0084428;0,56624644;0,47885519;0,05624117;0,03115008;59,10722337;416,0506171;29,24161832;0,01305047;29,22856785;0,21357062;29,44005045;38,77875991;3,4419884;13,77007764;468,4980096;190,9937671;4675,64397;41,63834155;3,89088916;0,1902356;0,46816047;29,73341609;61,25110068;1,626812;0,17889149;8,53845348;0,0114;31,69873498;7,89244562
2019;Espólio;210872;4379,358552;2720,106451;5619,633231;78,8852676;69,54056794;0,08803715;9,25666251;15,2720359;3,63023144;230,5379434;26,43153072;17,68913174;16,0007825;1,68771096;0,00063828;320,3965792;3686,515832;597,8042689;1,52867872;596,2755902;7,14402129;603,4196115;454,7573552;184,7466837;81,52990111;4445,0504;440,080603;104110,5412;451,0484574;11,97833487;0,18609943;6,37957635;14,69442149;374,0416276;23,45722281;2,59350481;161,3085432;2,80609436;715,1478313;4137,700538
2019;Natureza da ocupação não especificada anteriormente;1428232;58587,27312;9587,441833;66405,04876;1512,016435;1312,008145;1,95869413;198,0495955;787,9141904;368,7547672;2123,673131;3056,556085;247,645022;218,9744897;27,62952898;1,04100331;5852,938094;44637,77539;4469,592793;6,98260289;4462,61019;43,65652398;4505,986532;4016,080589;1047,535516;661,0579627;32234,02049;34059,4891;476967,5165;3555,524019;215,8155414;14,27979212;56,27988435;1281,056645;3031,707342;254,8421744;37,17353383;483,2978004;70,1968815;724,5208811;2373,625918
2019;Microempreendedor Individual - MEI;668440;12958,51219;623,1504565;8762,621571;73,10769185;67,67297702;0,61030296;4,82441187;157,9207886;60,69220226;197,6860209;56,85720575;23,02171701;19,53193225;3,34547062;0,14431414;2036,132431;10353,09413;125,1325418;0,01550391;125,1170379;7,0730578;132,1900412;90,10248087;71,59043333;34,11493483;3804,055613;690,6146848;43385,80221;220,8559097;13,53582681;0,21019374;5,83807541;229,6805238;364,2466426;38,21978653;5,15816928;68,20340582;0,09621811;155,9472339;54,29069584
2019;Inválido;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;Empregado de empresa setor privado, exceto instit. financ.;9250046;546378,5522;74984,39457;94570,01969;24888,4549;20003,76833;12,90329832;4871,783274;14828,68659;8312,326722;17575,6957;561,4748903;3890,571912;3410,912086;474,5543325;5,10549387;44179,7552;432141,5863;48394,47912;33,79569772;48360,68343;113,7356697;48367,65547;57054,82203;3396,969285;12577,1263;125053,7492;15113,20974;1285993,659;8248,086164;4089,313724;16,14824303;1594,604012;20200,64478;21892,10225;3561,625882;495,9241836;1438,259411;14,85198028;5439,938413;2863,045996
